EmpCode,ContractType,EmployeeType,Unit,WorkPlace,DateStart,DateEnd,,,,
T160489,001,101,T3220,10031,2022-04-29,NULL,,,,
T160490,001,101,T0292,T000164,2020-01-01,2022-05-03,,,,
T160510,001,101,T4211,10031,2020-01-01,2022-08-31,,,,
T160520,013,201,T3120,T000004,2015-04-29,2015-06-08,,,,
T160530,013,201,T3210,T000009,2021-06-16,2021-09-16,,,,
T170022,013,201,T1120,T000004,2017-07-20,2017-08-31,,,,
T170060,013,201,T4211,T000001,2016-04-25,2016-11-30,,,,
T170100,001,101,T0460,T000103,2010-05-24,2021-07-18,,,,
T170110,002,201,T0293,NULL,2019-04-15,2020-01-30,,,,
T170123,002,201,T1231,T000009,2020-06-18,2020-09-29,,,,
T170223,013,201,T1210,T000115,2017-06-13,2017-10-18,,,,
T170456,013,201,T1220,10023,2022-06-13,2022-12-16,,,,
T170522,003,101,T1410,T000090,2020-01-01,2022-03-31,,,,
T180020,001,101,T1280,10050,2020-01-01,NULL,,,,
T180021,013,201,T1210,10050,2022-07-11,2022-11-08,,,,
T180022,013,201,T3210,T000009,2021-06-25,2021-09-15,,,,
T180023,NULL,201,T0292,NULL,2017-07-18,2017-11-30,,,,
T180054,NULL,201,T1220,NULL,2017-04-05,2017-12-28,,,,
T180055,013,201,T1120,10015,2022-04-21,2022-06-30,,,,
T180056,013,201,T1220,T000001,2017-02-10,2017-12-22,,,,
T180060,013,201,T0700,T000080,2018-04-16,2019-02-25,,,,
T180080,002,201,T3210,T000009,2020-07-05,2020-09-15,,,,
T180100,001,101,T3410,T000007,1980-05-12,2020-07-04,,,,
T180114,002,201,T1120,T000004,2019-04-15,2019-10-23,,,,
T180120,NULL,,T1120,T000003,2011-06-27,2011-09-30,,,,
T180124,013,201,T3120,T000004,2017-04-26,2018-01-11,,,,
T180130,NULL,201,T3220,T000001,2012-04-26,2012-08-31,,,,
T180140,002,201,T1120,T000004,2020-06-24,2020-06-27,,,,
T180144,013,201,T2120,T000003,2018-05-22,2018-05-24,,,,
T180147,NULL,201,T0470,NULL,2017-05-01,2018-01-17,,,,
T180150,001,101,T1700,T000009,1977-10-31,2017-12-31,,,,
T180160,013,201,T3120,10007,2023-04-03,NULL,,,,
T180185,013,201,T3120,T000004,2017-05-24,2017-11-16,,,,
T180188,013,201,T3210,T000009,2017-06-15,2017-08-31,,,,
T180200,001,101,T1120,T000025,1986-04-30,2014-04-01,,,,
T180220,NULL,,T3220,T000092,2011-07-16,2011-10-28,,,,
T180224,013,201,T2110,10039,2023-05-16,NULL,,,,
T180234,002,201,T1220,NULL,2019-04-15,2020-01-08,,,,
T180245,NULL,201,T3120,NULL,2017-04-12,2018-01-23,,,,
T180250,001,101,T2210,T000009,1985-04-25,2019-05-08,,,,
T180255,013,201,T3220,T000008,2017-06-12,2017-09-09,,,,
T180256,013,201,T1120,T000004,2018-06-20,2018-10-26,,,,
T180260,013,201,T3120,10015,2023-04-03,NULL,,,,
T180265,013,201,T2210,T000100,2016-05-13,2016-09-20,,,,
T180270,NULL,,T4211,T000098,2011-06-24,2011-09-30,,,,
T180280,NULL,,T2220,T000092,2011-06-13,2011-12-21,,,,
T180290,,201,T3231,T000009,2012-05-27,2012-11-13,,,,
T180300,001,101,T3700,,1978-04-17,2021-01-08,,,,
T180310,013,201,T1210,10050,2022-04-28,2022-11-30,,,,
T180321,013,201,T2231,T000009,2016-06-03,2016-11-28,,,,
T180330,013,201,T1231,T000009,2019-06-02,2019-08-31,,,,
T180332,NULL,201,T1120,NULL,2017-08-22,2017-11-14,,,,
T180350,001,101,T1360,T000015,1992-12-01,2016-12-30,,,,
T180360,NULL,,T2210,T000009,2011-06-12,2011-12-15,,,,
T180370,NULL,201,T3120,T000004,2012-06-16,2012-06-25,,,,
T180390,NULL,201,T3120,T000004,2012-06-16,2012-06-25,,,,
T180400,,,TUC0312,T000003,1985-04-25,2011-05-13,,,,
T180420,013,201,T1230,T000009,2017-06-16,2017-11-17,,,,
T180440,NULL,,TUC,T,2006-05-02,2006-12-22,,,,
T180470,013,201,T3120,T000003,2014-05-01,2014-11-10,,,,
T180480,NULL,201,TUC1212,T000009,2012-06-19,2012-09-21,,,,
T180490,NULL,201,T5232,T000009,2012-06-30,2012-09-03,,,,
T180500,001,101,T0430,T000024,1976-04-05,2019-02-07,,,,
T180520,NULL,201,T3220,NULL,2017-04-24,2018-01-09,,,,
T180530,013,201,T2120,T000003,2021-06-12,2021-12-21,,,,
T180540,001,101,T1700,T000094,2018-12-01,2019-08-27,,,,
T180550,001,101,T2700,10016,2020-01-01,NULL,,,,
T180554,013,201,T1220,10031,2023-04-13,NULL,,,,
T180557,013,201,T1230,10050,2023-04-03,NULL,,,,
T180560,001,101,T3700,10025,2020-01-01,NULL,,,,
T180570,NULL,201,T3700,T000099,2012-09-01,2012-09-09,,,,
T180590,013,201,T3210,T000009,2014-04-30,2014-09-30,,,,
T180600,001,101,T4211,T000015,1990-05-26,2019-08-07,,,,
T180610,013,201,TUC1212,T000098,2013-07-01,2013-08-09,,,,
T180620,001,101,T2220,T000001,2017-11-01,2021-07-23,,,,
T180622,013,201,T3220,T000008,2018-05-16,2018-05-23,,,,
T180630,013,201,T3120,T000004,2013-06-12,2013-06-14,,,,
T180640,013,201,T2220,T000008,2018-04-09,2019-02-08,,,,
T180650,001,101,T1110,T000070,1992-08-01,2018-12-31,,,,
T180651,013,201,T3700,T000101,2017-06-15,2017-08-31,,,,
T180670,003,101,T0410,T000109,2013-04-24,2013-10-31,,,,
T180690,NULL,201,T4211,NULL,2015-05-15,2016-01-12,,,,
T180700,001,101,T0410,10124,2020-01-01,2022-12-31,,,,
T180711,001,101,T3220,10031,2020-01-01,NULL,,,,
T180730,NULL,201,T1120,NULL,2015-04-09,2016-03-15,,,,
T180750,001,101,T1210,10050,2020-01-01,NULL,,,,
T180770,001,101,T4211,10040,2020-01-01,NULL,,,,
T180790,NULL,201,T3700,T000100,2012-07-18,2012-09-14,,,,
T180830,NULL,,T1220,T000001,2011-05-26,2011-12-19,,,,
T180840,013,201,T2220,T000008,2013-07-03,2013-08-31,,,,
T180850,001,101,T1210,10050,2020-01-01,NULL,,,,
T180870,013,201,T4211,T000098,2013-07-01,2013-08-31,,,,
T180880,013,201,TUC1212,T000098,2013-07-02,2013-08-31,,,,
T180890,001,201,T3120,T000003,2013-06-13,2013-08-31,,,,
T180900,001,101,T1700,T000071,1978-01-11,2019-09-30,,,,
T180920,013,201,T3120,T000004,2016-04-26,2017-01-09,,,,
T180930,013,201,T2700,T000099,2016-07-04,2016-10-26,,,,
T180940,NULL,201,T1120,NULL,2017-04-10,2018-01-16,,,,
T180950,,,TUC9904,T000068,2009-06-01,2011-05-16,,,,
T180960,001,101,T3700,10025,2020-01-01,NULL,,,,
T180970,013,201,T4211,T000098,2013-07-01,2013-08-31,,,,
T181002,013,201,T3120,T000003,2017-07-01,2017-08-09,,,,
T181004,013,201,T3700,T000099,2017-07-03,2017-07-14,,,,
T181010,001,101,T0450,T000110,2014-03-01,2021-05-31,,,,
T181020,013,201,T3120,T000004,2013-09-02,2013-09-30,,,,
T181030,013,201,T1220,T000008,2015-05-01,2015-10-28,,,,
T181040,013,201,T3231,10050,2023-04-11,NULL,,,,
T181041,001,101,T3220,10048,2020-01-01,NULL,,,,
T181050,NULL,201,T2700,NULL,2016-04-01,2017-03-31,,,,
T181060,NULL,201,T3220,NULL,2015-04-16,2015-12-14,,,,
T181070,013,201,T3220,T000092,2015-07-15,2015-08-31,,,,
T181080,013,201,T3120,T000003,2014-07-01,2014-10-22,,,,
T181090,013,201,T1120,T000004,2014-08-12,2014-09-30,,,,
T181100,013,201,T3120,10007,2023-04-05,NULL,,,,
T181110,013,201,T1120,T000003,2015-07-01,2015-08-31,,,,
T181120,013,201,T1700,T000099,2015-07-10,2015-08-31,,,,
T181123,013,201,T3700,10025,2023-04-03,NULL,,,,
T181142,002,201,T1230,NULL,2018-05-11,2019-02-18,,,,
T181254,013,201,T2210,T000009,2017-02-27,2017-04-30,,,,
T181524,NULL,201,T3120,NULL,2016-08-11,2016-10-15,,,,
T190030,013,201,T1120,T000003,2013-06-27,2013-10-25,,,,
T190050,001,101,T1210,T000009,1978-11-12,2018-12-31,,,,
T190055,013,201,T3220,T000008,2017-06-29,2017-08-31,,,,
T190070,013,201,T1220,T000001,2015-04-15,2015-08-26,,,,
T190090,NULL,,T4211,T000098,2011-06-24,2011-11-08,,,,
T190110,013,201,T1210,T000115,2015-06-18,2015-08-31,,,,
T190147,013,201,T3120,T000003,2018-04-16,2019-01-21,,,,
T210010,001,101,T2410,10063,2020-01-01,NULL,,,,
T210014,013,201,T5232,10019,2022-06-25,2022-08-31,,,,
T210020,001,101,T2120,10135,2020-01-01,NULL,,,,
T210023,013,201,T1210,T000009,2017-02-10,2017-04-30,,,,
T210040,013,201,T3700,10025,2023-04-11,NULL,,,,
T210080,013,201,T1220,10023,2023-04-03,NULL,,,,
T210124,001,101,T0450,10075,2020-01-01,NULL,,,,
T210140,001,101,T1210,10046,2020-01-01,NULL,,,,
T210214,013,201,T2410,10073,2022-05-16,2022-12-29,,,,
T210421,002,201,T1220,T000009,2020-07-28,2020-08-19,,,,
T210474,NULL,201,T1120,NULL,2017-08-21,2017-11-20,,,,
T210554,013,201,T1230,T000009,2018-05-01,2018-11-29,,,,
T220023,013,201,T3120,T000003,2018-04-16,2018-06-04,,,,
T220030,002,201,T1120,NULL,2019-04-11,2020-01-27,,,,
T220036,NULL,201,T3120,NULL,2016-05-27,2016-11-23,,,,
T220050,NULL,,TUC9902,T000023,1977-02-07,2011-06-30,,,,
T220070,001,101,T3220,10123,2020-01-01,NULL,,,,
T220100,001,101,T0700,T000041,2020-01-01,2022-04-06,,,,
T220110,013,201,T0470,10083,2023-04-25,NULL,,,,
T220111,013,201,T2210,T000115,2017-06-23,2017-08-31,,,,
T220120,NULL,201,T1120,T000004,2012-04-27,2013-01-16,,,,
T220121,003,101,T1410,T000083,2017-04-03,2019-06-30,,,,
T220122,013,201,T3210,T000009,2018-07-03,2018-08-31,,,,
T220123,013,201,T3120,T000004,2017-09-04,2017-09-30,,,,
T220124,013,201,T3210,T000009,2018-04-24,2018-06-12,,,,
T220140,001,101,T3120,10135,2020-01-01,NULL,,,,
T220147,013,201,T1280,T000009,2018-04-09,2018-12-12,,,,
T220150,001,101,T3230,10034,2020-01-01,NULL,,,,
T220152,002,201,T1700,NULL,2019-04-03,2020-01-30,,,,
T220170,013,201,T5232,T000009,2017-06-06,2017-06-07,,,,
T220200,001,101,T1210,10050,2020-01-01,2022-09-30,,,,
T220210,013,201,T2220,10013,2022-05-16,2023-01-03,,,,
T220230,013,201,T2110,T000013,2018-06-07,2018-08-07,,,,
T220240,NULL,201,T3120,T000003,2012-05-17,2012-05-31,,,,
T220250,001,101,T0470,10114,2020-01-01,NULL,,,,
T220260,013,201,T2210,T000009,2017-07-20,2017-09-24,,,,
T220281,013,201,T1120,10015,2023-04-11,NULL,,,,
T220300,001,101,T1110,10146,2020-01-01,NULL,,,,
T220310,013,201,T3210,T000009,2013-06-21,2013-07-24,,,,
T220320,013,201,T3700,10005,2023-04-13,NULL,,,,
T220330,NULL,201,T2120,NULL,2015-04-21,2015-12-31,,,,
T220332,013,201,T1120,10026,2022-04-09,2022-12-30,,,,
T220350,001,101,T2210,T000009,1992-07-22,2016-12-31,,,,
T220352,013,201,T1210,T000009,2017-02-10,2017-04-30,,,,
T220370,013,201,T1120,NULL,2018-04-09,2018-07-27,,,,
T220380,013,201,T1230,T000009,2016-04-08,2017-02-28,,,,
T220390,013,201,TUC,T000093,2014-05-01,2014-05-31,,,,
T220400,001,101,T3320,10024,2020-01-01,NULL,,,,
T220410,001,101,T1210,10050,2020-01-01,NULL,,,,
T220417,013,201,T2120,T000004,2017-04-28,2017-06-19,,,,
T220433,002,201,T3120,NULL,2018-05-16,2018-12-06,,,,
T220441,013,201,T1210,10050,2023-04-07,NULL,,,,
T220450,001,101,T1120,10135,2020-01-01,2022-10-16,,,,
T220456,002,201,T0293,NULL,2019-04-15,2020-02-19,,,,
T220457,013,201,T2220,T000001,2017-02-10,2017-02-17,,,,
T220470,013,201,T1120,T000004,2014-07-29,2014-09-10,,,,
T220478,002,201,T3120,NULL,2018-04-16,2019-01-29,,,,
T220482,013,201,T3220,10013,2023-04-19,NULL,,,,
T220488,002,201,T1210,NULL,2019-05-02,2019-12-17,,,,
T220500,001,101,T4211,T000072,1977-05-24,2014-12-31,,,,
T220510,013,201,T3220,T000001,2021-06-12,2021-12-24,,,,
T220521,013,201,T3120,T000004,2016-07-25,2016-07-29,,,,
T220550,001,101,T0500,T000036,1980-04-30,2014-03-31,,,,
T220610,NULL,,T3120,T000003,2011-04-19,2011-10-15,,,,
T220710,013,201,T1120,10007,2023-03-30,NULL,,,,
T220720,NULL,201,T1120,T000003,2012-04-23,2012-08-31,,,,
T220740,NULL,201,T2120,NULL,2016-04-18,2017-01-17,,,,
T220760,NULL,201,T2120,T000004,2012-08-18,2012-10-02,,,,
T220770,NULL,201,T1120,NULL,2015-06-17,2015-11-09,,,,
T220780,013,201,T1210,T000115,2015-07-15,2015-10-26,,,,
T220790,002,201,T1120,T000004,2019-05-17,2019-09-30,,,,
T220810,013,201,T1220,T000092,2016-06-27,2016-08-31,,,,
T220840,013,201,T1230,10034,2023-04-04,NULL,,,,
T230022,013,201,T1210,10050,2023-04-03,NULL,,,,
T230050,001,101,T1210,10050,2020-01-01,NULL,,,,
T230051,013,201,T2231,T000009,2017-04-20,2017-06-16,,,,
T230052,NULL,201,T1110,NULL,2017-06-09,2017-10-30,,,,
T230055,001,101,T2220,10041,2020-01-01,NULL,,,,
T230080,001,101,T2231,10034,2020-01-01,NULL,,,,
T230114,013,201,T1230,T000009,2018-05-15,2018-05-17,,,,
T230130,NULL,,T2120,T000003,2011-07-19,2011-09-19,,,,
T230140,013,201,T2220,10023,2023-05-22,NULL,,,,
T230150,001,101,T0700,T000157,1988-05-01,2021-05-01,,,,
T230151,013,201,T1220,T000001,2018-04-09,2018-11-08,,,,
T230152,013,201,T1120,10015,2023-04-03,NULL,,,,
T230153,013,201,T4211,T000115,2016-07-22,2016-08-31,,,,
T230154,013,201,T3110,T000013,2021-07-01,2021-08-08,,,,
T230160,013,201,T2120,T000003,2013-04-18,2013-09-19,,,,
T230190,013,201,T5232,T000009,2017-06-12,2017-11-14,,,,
T230210,013,201,T1210,10050,2022-04-28,2022-12-09,,,,
T230212,013,201,T1230,T000098,2018-05-01,2018-11-29,,,,
T230230,013,201,T3220,T000092,2013-09-03,2013-09-07,,,,
T230250,001,101,TUC1212,T000073,1975-01-01,2016-12-31,,,,
T230253,002,201,T1220,NULL,2019-05-02,2020-02-04,,,,
T230260,002,201,T3231,T000009,2019-06-01,2019-11-14,,,,
T230290,NULL,,T1220,T000020,2011-05-01,2011-12-31,,,,
T230300,001,101,T0430,T000054,1983-02-21,2015-01-09,,,,
T230310,013,201,T1220,T000008,2016-06-27,2016-10-21,,,,
T230311,002,201,T1220,T000008,2019-04-17,2019-08-31,,,,
T230330,001,101,T1320,10024,2020-01-01,NULL,,,,
T230390,013,201,T1210,T000115,2015-07-03,2015-08-31,,,,
T230510,NULL,201,T5232,T000098,2012-06-30,2012-09-21,,,,
T230552,013,201,T3700,T000099,2017-07-14,2017-09-15,,,,
T230555,001,101,T0460,T000146,2020-01-01,2021-10-31,,,,
T230621,013,201,T1120,10015,2023-03-30,NULL,,,,
T230630,001,101,T3231,10050,2020-01-01,2022-08-31,,,,
T230650,002,201,T2220,NULL,2019-04-23,2019-12-02,,,,
T230664,002,201,T3220,T000001,2020-07-04,2020-11-05,,,,
T230670,NULL,201,T3120,NULL,2016-04-26,2016-12-27,,,,
T230680,013,201,T3120,T000004,2017-04-25,2017-05-08,,,,
T230710,NULL,201,T1210,NULL,2017-05-15,2017-11-23,,,,
T230720,013,201,T1120,T000003,2015-07-23,2015-07-24,,,,
T230730,001,101,T0460,10089,2022-03-31,NULL,,,,
T230740,NULL,201,T2231,NULL,2017-06-20,2018-01-10,,,,
T240001,013,201,T1220,T000092,2018-04-18,2018-08-31,,,,
T240010,001,101,T3210,T000009,2012-07-01,2014-12-31,,,,
T240012,NULL,201,T1110,NULL,2017-07-17,2017-10-10,,,,
T240020,013,201,T1220,10023,2022-05-09,2022-11-30,,,,
T240030,013,201,T3120,T000004,2014-08-24,2012-11-06,,,,
T240060,001,101,T4211,10056,2020-01-01,NULL,,,,
T240080,NULL,201,T1700,T000102,2012-07-19,2012-09-30,,,,
T240090,013,201,T3220,T000092,2014-06-03,2014-06-13,,,,
T240100,001,101,T4211,T000072,1994-05-01,2014-07-10,,,,
T240110,013,201,T1210,T000009,2015-06-08,2015-07-10,,,,
T240113,013,201,T1120,T000004,2018-04-23,2018-09-30,,,,
T240114,002,201,T1110,T000013,2019-04-23,2020-02-25,,,,
T240115,NULL,201,T3220,NULL,2017-05-11,2017-12-13,,,,
T240116,013,201,T1120,10007,2023-03-30,NULL,,,,
T240125,013,201,T2120,T000004,2016-07-01,2016-07-04,,,,
T240150,001,101,T1410,10073,2020-01-01,NULL,,,,
T240152,013,201,T1120,10026,2023-03-30,NULL,,,,
T240154,013,201,T2220,T000001,2018-04-23,2018-09-30,,,,
T240155,013,201,T3700,10016,2023-04-13,NULL,,,,
T240156,001,101,T4211,T000009,2017-11-01,2021-10-31,,,,
T240170,,201,T3700,T000100,2012-07-01,2012-07-08,,,,
T240190,013,201,T3210,T000009,2016-05-17,2016-06-06,,,,
T240211,NULL,201,T2120,NULL,2017-04-20,2018-01-31,,,,
T240758,002,201,T3120,NULL,2018-04-16,2019-01-08,,,,
T250010,NULL,201,T1220,NULL,2015-04-15,2015-11-04,,,,
T250020,001,101,T7340,T000032,2022-04-01,2022-05-04,,,,
T250030,001,101,T2110,10039,2020-01-01,NULL,,,,
T250040,001,101,T0460,10113,2020-01-01,NULL,,,,
T250050,001,101,T0470,T000027,1973-06-08,2015-01-12,,,,
T250052,001,101,T1230,10050,2020-01-01,2023-04-11,,,,
T250060,001,101,T1120,10007,2020-01-01,NULL,,,,
T250080,001,101,T1210,10050,2020-01-01,NULL,,,,
T250090,013,201,T3110,T000013,2016-04-27,2017-02-22,,,,
T250101,013,201,T3120,10015,2023-04-03,NULL,,,,
T250110,001,101,T2700,T000069,2018-04-04,2018-04-11,,,,
T250117,013,201,T4211,T000148,2018-03-16,2018-05-21,,,,
T250120,013,201,T2220,10023,2022-04-29,2022-10-15,,,,
T250123,013,201,T0470,10083,2023-03-21,NULL,,,,
T250130,002,201,T1210,T000009,2019-04-15,2020-01-13,,,,
T250133,002,201,T1231,T000009,2020-06-24,2020-09-16,,,,
T250139,001,101,T3210,10046,2022-04-20,NULL,,,,
T250147,013,201,T3210,T000009,2017-02-10,2017-04-30,,,,
T250150,001,101,T0430,10115,2020-01-01,2022-12-31,,,,
T250170,NULL,201,T5232,NULL,2017-07-31,2017-12-05,,,,
T250180,001,101,T3210,10050,2020-01-01,NULL,,,,
T250200,001,101,T3220,T000030,1977-05-23,2019-12-31,,,,
T250220,NULL,,T3210,T000009,2011-05-27,2011-11-03,,,,
T250230,013,201,T1280,T000009,2017-04-18,2017-07-31,,,,
T250233,002,201,T2120,T000004,2019-04-15,2019-12-04,,,,
T250250,001,101,T2210,10050,2020-01-01,NULL,,,,
T250255,013,201,T1220,10031,2022-04-11,2023-01-25,,,,
T250260,NULL,201,T4211,NULL,2013-05-01,2014-01-28,,,,
T250280,001,101,T3120,T000020,2017-11-01,2021-06-02,,,,
T250300,001,101,T3220,10003,2020-01-01,NULL,,,,
T250320,002,201,T3700,T000099,2020-06-24,2020-10-14,,,,
T250332,013,201,T3210,T000100,2017-06-29,2017-07-05,,,,
T250336,013,201,T3210,T000100,2017-07-10,2017-07-13,,,,
T250350,001,101,T1210,T000031,1977-05-23,2018-02-23,,,,
T250360,NULL,201,T3120,NULL,2014-04-22,2014-12-22,,,,
T250364,001,101,T2231,10050,2020-01-01,NULL,,,,
T250370,NULL,,TUC,T000008,2011-10-21,2011-10-24,,,,
T250380,001,101,T4211,T000001,2013-05-02,2015-05-22,,,,
T250400,001,101,T0430,T000044,1996-04-01,2017-07-06,,,,
T250401,013,201,T5232,T000098,2018-06-18,2018-08-28,,,,
T250410,013,201,T1220,T000001,2015-07-06,2015-10-05,,,,
T250412,013,201,T1210,T000009,2017-05-19,2017-08-31,,,,
T250420,013,201,T2110,T000093,2016-04-22,2017-01-24,,,,
T250430,NULL,201,T3120,NULL,2013-06-19,2013-11-13,,,,
T250440,013,201,T2220,T000001,2017-05-15,2017-11-17,,,,
T250441,013,201,T3700,T000099,2017-06-23,2017-06-27,,,,
T250442,013,201,T1700,T000064,2018-04-09,2018-04-23,,,,
T250443,002,201,T3120,NULL,2018-05-04,2018-12-21,,,,
T250456,013,201,T4211,T000098,2018-04-25,2018-08-06,,,,
T250457,013,201,T1120,T000004,2018-04-17,2018-04-23,,,,
T250470,001,101,T4211,10040,2020-01-01,NULL,,,,
T250477,013,201,T1120,10015,2023-03-30,NULL,,,,
T250478,013,201,T1120,10015,2022-04-08,2023-01-16,,,,
T250500,001,101,T2210,10050,2020-01-01,NULL,,,,
T250560,001,101,T1210,T000009,2009-06-01,2018-07-26,,,,
T250600,001,101,T0470,T000011,1992-08-01,2018-07-15,,,,
T250650,001,101,T7340,10082,2020-01-01,NULL,,,,
T250660,013,201,T0293,10003,2022-04-28,2022-10-12,,,,
T250700,001,101,T0470,T000012,2020-01-01,2022-07-13,,,,
T250720,013,201,T3220,T000008,2013-05-20,2013-10-14,,,,
T250730,NULL,201,T3110,NULL,2015-04-11,2015-11-13,,,,
T250750,001,101,T1210,T000009,1976-05-06,2013-09-30,,,,
T250790,NULL,201,T3120,T000004,2012-04-21,2012-11-06,,,,
T250800,,,TUC9903,T000047,1975-01-01,2011-03-01,,,,
T250801,013,201,T2110,T000093,2018-04-23,2018-09-30,,,,
T250840,001,101,T0470,10103,2020-01-01,NULL,,,,
T250850,001,101,T1700,10025,2020-01-01,NULL,,,,
T250900,001,101,T0292,10130,2020-01-01,NULL,,,,
T250910,NULL,201,T1110,NULL,2016-05-12,2016-12-02,,,,
T250921,013,201,T3210,T000009,2017-05-17,2017-08-15,,,,
T250960,NULL,201,T3120,T000003,2012-06-02,2012-07-31,,,,
T251000,001,101,T0450,T000110,1990-05-23,2013-07-01,,,,
T251010,013,201,T1210,T000009,2016-04-07,2016-06-06,,,,
T251040,013,201,T3120,T000003,2014-05-01,2014-06-28,,,,
T251050,001,101,T1120,T000034,1983-05-14,2019-07-27,,,,
T251051,NULL,201,T3120,NULL,2016-05-18,2016-11-16,,,,
T251052,013,201,T2700,T000099,2017-06-16,2017-08-31,,,,
T251100,001,101,T1220,T000042,1976-05-06,2016-05-01,,,,
T251121,013,201,T1120,T000004,2018-04-25,2018-06-01,,,,
T251150,001,101,T2220,T000001,1990-06-06,2017-05-31,,,,
T251250,001,101,T1230,T000118,2016-04-06,2017-05-31,,,,
T251255,013,201,T1210,T000115,2017-06-26,2017-08-31,,,,
T251300,003,101,T0410,T000078,2010-08-01,2020-02-29,,,,
T251321,001,101,T1210,T000009,2018-04-09,2018-06-04,,,,
T251330,013,201,T4110,10027,2022-05-16,2022-07-30,,,,
T251360,NULL,201,T3210,NULL,2016-06-23,2016-09-12,,,,
T251370,013,201,T3210,T000009,2014-08-18,2014-09-18,,,,
T260010,NULL,201,TUC1212,T000001,2012-06-12,2012-11-08,,,,
T260014,013,201,T3210,T000009,2019-09-06,2019-10-15,,,,
T260020,NULL,201,T3210,T000009,2012-06-30,2012-09-30,,,,
T260021,002,201,T1120,T000004,2019-04-15,2019-12-31,,,,
T260040,NULL,,TUC,T,2006-05-26,2006-11-01,,,,
T260050,001,101,T7340,T000032,1992-08-01,2014-08-31,,,,
T260100,001,101,T1120,T000020,1980-05-01,2015-12-31,,,,
T260112,013,201,T3220,T000008,2017-04-24,2018-01-19,,,,
T260150,001,101,T1410,T000083,1990-05-23,2018-03-31,,,,
T260154,002,201,T3231,NULL,2019-04-15,2020-02-07,,,,
T260160,002,201,T7340,T000061,2020-06-22,2020-10-06,,,,
T260170,013,201,T3120,T000004,2013-06-19,2013-10-25,,,,
T260200,001,101,T1320,T000013,1983-05-25,2018-03-31,,,,
T260220,NULL,201,T3700,NULL,2013-06-19,2013-10-18,,,,
T260221,013,201,T4211,T000115,2017-06-26,2017-08-31,,,,
T260225,002,201,T1231,T000098,2019-07-02,2019-08-31,,,,
T260245,013,201,T1230,T000009,2018-04-23,2018-05-15,,,,
T260250,001,101,T1220,10031,2020-01-01,2023-06-30,,,,
T260260,013,201,T1120,10026,2023-03-30,NULL,,,,
T260290,013,201,T3220,T000092,2017-04-24,2017-10-27,,,,
T260310,013,201,TUC1212,T000098,2013-08-09,2013-08-31,,,,
T260320,013,201,T1120,T000003,2014-06-23,2014-06-27,,,,
T260330,013,201,T1220,T000001,2017-04-05,2017-05-31,,,,
T260340,013,201,T3120,T000004,2015-07-01,2015-07-06,,,,
T260360,001,101,T0430,10106,2020-01-01,2022-06-30,,,,
T260552,013,201,T1210,T000009,2017-06-20,2017-09-30,,,,
T270013,002,201,T3220,T000008,2019-04-29,2020-01-15,,,,
T270040,NULL,201,T3120,T000003,2012-05-17,2012-11-13,,,,
T270070,NULL,201,T3120,T000004,2012-04-20,2012-04-27,,,,
T270161,NULL,201,T3210,NULL,2016-04-27,2016-12-30,,,,
T280014,013,201,T3120,T000003,2021-05-31,2021-12-31,,,,
T280020,001,101,T3220,T000137,2006-10-01,2017-05-10,,,,
T280021,002,201,T3220,T000008,2020-07-31,2020-08-31,,,,
T280031,013,201,T3120,T000004,2017-04-26,2018-02-08,,,,
T280040,013,201,T1210,10050,2023-04-03,NULL,,,,
T280045,002,201,T5232,T000098,2019-06-20,2019-08-31,,,,
T280050,001,101,T2700,10035,2020-01-01,NULL,,,,
T280060,NULL,201,T1120,NULL,2016-04-05,2017-01-25,,,,
T280080,001,101,T2220,T000001,2007-04-02,2017-06-17,,,,
T280090,003,101,T0500,T000085,2006-02-17,2013-10-31,,,,
T280100,001,101,T3220,10031,2020-01-01,NULL,,,,
T280101,001,101,T4211,10047,2020-01-01,2022-06-18,,,,
T280120,013,201,T0292,T000096,2015-04-14,2016-01-13,,,,
T280122,002,201,T2210,NULL,2018-04-24,2018-10-31,,,,
T280123,013,201,T3220,T000001,2016-04-29,2016-05-09,,,,
T280124,013,201,T1220,T000001,2016-06-22,2016-10-18,,,,
T280134,013,201,T3220,T000001,2017-02-27,2017-04-30,,,,
T280140,002,201,T3220,T000008,2020-07-04,2020-10-22,,,,
T280144,013,201,T3700,T000099,2018-04-27,2018-12-13,,,,
T280146,001,101,T1230,10128,2022-05-30,NULL,,,,
T280147,001,101,T3210,10050,2022-04-29,NULL,,,,
T280150,001,101,T2700,T000069,1975-01-20,2017-02-26,,,,
T280170,NULL,201,T3700,NULL,2014-05-22,2014-08-31,,,,
T280200,001,101,T0470,T000005,1986-04-28,2017-03-31,,,,
T280210,NULL,201,T3120,NULL,2016-04-26,2017-01-03,,,,
T280220,001,101,T3210,10050,2020-01-01,NULL,,,,
T280240,NULL,201,T2120,T000004,2012-04-23,2012-09-30,,,,
T280247,001,101,T3410,10073,2020-01-01,NULL,,,,
T280250,001,101,T2700,10078,2020-01-01,NULL,,,,
T280254,003,101,T1410,10063,2020-01-01,NULL,,,,
T280260,001,101,T1220,T000030,2007-03-28,2021-02-05,,,,
T280270,001,101,T1230,10034,2020-01-01,NULL,,,,
T280287,013,201,T5232,T000009,2017-05-24,2017-05-31,,,,
T280300,001,101,T3110,10146,2020-01-01,NULL,,,,
