EmpCode,ContractType,EmployeeType,Unit,WorkPlace,DateStart,DateEnd,,,,
B150070,001,101,BRL2400,B2363,1984-04-16,2007-06-30,,,,
B150080,001,101,B6211,10040,2020-01-01,NULL,,,,
B150090,001,101,B3210,B2431,1981-05-26,2007-06-30,,,,
B150100,001,101,B3110,10039,2020-01-01,NULL,,,,
B150110,001,101,BRL1900,B2365,1978-01-01,2007-06-30,,,,
B150111,001,101,,B2330,1984-04-13,1993-10-31,,,,
B150112,001,101,B0700,B2812,1975-01-01,2004-06-30,,,,
B150113,001,101,,B2620,1975-01-01,1997-07-04,,,,
B150114,001,101,,,1975-01-01,1996-02-25,,,,
B150120,001,101,B0500,B30231,1975-01-01,2015-08-31,,,,
B150121,002,201,,,1986-07-01,1986-08-14,,,,
B150130,002,201,B2120,B2320,2018-04-19,2018-05-15,,,,
B150150,001,101,B1220,10031,2020-01-01,NULL,,,,
B150151,013,201,B6221,10031,2023-05-01,2023-10-15,,,,
B150152,002,201,B1220,B28121,2020-07-07,2020-09-18,,,,
B150153,006,401,B1210,10021,2022-06-23,2022-08-31,,,,
B150160,002,201,B2220,B2333,2017-04-01,2017-05-23,,,,
B150180,001,101,B2220,10031,2020-01-01,NULL,,,,
B150181,002,201,B2340,B2355,2021-06-14,2021-07-18,,,,
B150182,002,201,B2340,B2355,2021-06-14,2021-08-12,,,,
B150183,002,201,B2700,B0611,2021-06-22,2021-09-24,,,,
B150185,002,201,B8211,B2413,2019-07-16,2019-09-04,,,,
B150190,001,101,B1350,B3842,2020-01-01,2020-06-30,,,,
B150200,002,201,B1120,B2321,2014-04-06,2014-12-15,,,,
B150205,002,201,B2350,B2716,2019-05-09,2019-11-15,,,,
B150210,002,201,B1231,B2351,2016-06-16,2016-06-21,,,,
B150220,002,201,B7120,B2320,2020-07-30,2020-10-01,,,,
B150230,002,201,B1120,B2321,2017-04-10,2017-11-30,,,,
B150240,001,101,B4410,10063,2020-01-01,NULL,,,,
B150250,001,101,B2110,B2431,2012-05-28,2015-12-31,,,,
B150251,001,101,,,1975-01-01,2005-04-30,,,,
B150260,013,201,B7120,10015,2023-04-26,2023-09-30,,,,
B150270,002,201,B3210,B2351,2017-04-28,2017-10-31,,,,
B150275,001,101,B1350,10037,2020-01-01,NULL,,,,
B150280,002,201,B8211,B2411,2018-05-08,2018-12-03,,,,
B150285,002,201,B1350,B2517,2015-06-18,2015-09-21,,,,
B150310,002,201,B2220,B2333,2017-04-01,2017-04-30,,,,
B150530,013,201,B2120,10026,2023-04-26,2023-10-15,,,,
B150533,013,201,B2220,10047,2022-04-25,2022-11-02,,,,
B150534,013,201,B2280,10050,2022-05-05,2022-09-06,,,,
B150537,004,301,B1350,10007,2022-07-01,2022-08-31,,,,
B150540,002,201,B1220,B2322,2014-04-28,2015-01-20,,,,
B150541,013,201,B2360,10051,2022-06-01,2022-11-24,,,,
B150560,002,201,B3120,B2320,2020-01-01,2020-01-14,,,,
B150580,002,201,B4220,B2432,2020-01-01,2020-01-08,,,,
B150582,002,201,B8211,B2412,2019-06-25,2019-08-14,,,,
B150590,001,101,B3110,10039,2020-01-01,NULL,,,,
B150600,002,201,B3110,B22316,2021-06-17,2021-10-31,,,,
B150603,013,201,B2232,10050,2023-05-15,2023-09-30,,,,
B150610,002,201,,B2322,2009-07-01,2009-10-15,,,,
B150630,002,201,B1350,B2324,2016-04-23,2016-12-08,,,,
B150640,002,201,B2210,B2332,2018-06-30,2018-09-01,,,,
B150720,002,201,B3220,B22061,2021-06-17,2021-12-16,,,,
B150810,002,201,B1410,B3025,2016-04-20,2016-08-04,,,,
B150820,002,201,B3220,B2361,2017-04-29,2018-04-13,,,,
B150850,002,201,B1120,B2321,2017-04-14,2017-04-30,,,,
B150890,002,201,B1120,B2321,2015-06-20,2015-09-25,,,,
B150900,001,101,B2220,10043,2020-01-01,NULL,,,,
B150901,013,201,B4120,10015,2022-06-15,2022-11-08,,,,
B150910,002,201,B1120,B2321,2016-05-20,2016-12-09,,,,
B150911,013,201,B1120,10015,2022-06-07,2023-01-03,,,,
B151030,002,201,B4120,B2321,2012-06-09,2012-12-11,,,,
B151050,002,201,B3110,B2431,2018-05-22,2018-12-06,,,,
B151070,002,201,B1700,B2212,2019-05-03,2019-10-31,,,,
B151080,001,101,B1232,10050,2020-01-01,2022-05-25,,,,
B151090,002,201,B2210,B2351,2013-07-01,2013-09-10,,,,
B151110,013,201,B3220,10003,2023-04-24,NULL,,,,
B151120,013,201,B1350,10007,2023-03-27,NULL,,,,
B151123,013,201,B1220,10013,2022-06-10,2022-07-24,,,,
B151154,006,401,B1231,B2332,2019-08-05,2019-09-04,,,,
B151200,002,201,B4210,B2105,2012-06-07,2012-08-05,,,,
B151210,002,201,B1210,B2331,2013-07-10,2013-10-15,,,,
B151220,002,201,B1350,B2516,2013-06-28,2013-11-26,,,,
B151230,002,201,B3220,B2361,2014-04-24,2014-12-05,,,,
B151240,002,201,B1350,B2516,2016-06-29,2016-10-12,,,,
B151250,002,201,B2210,B2332,2012-06-15,2012-11-21,,,,
B151260,002,201,B6211,B2351,2014-06-11,2014-11-07,,,,
B151262,002,201,B1120,B2320,2020-01-01,2020-01-16,,,,
B151263,008,601,B1210,B2332,2019-07-01,2019-07-30,,,,
B151270,002,201,B1350,B2321,2013-06-11,2013-08-31,,,,
B151280,001,101,B6211,B2437,2020-01-01,2021-09-27,,,,
B151282,002,201,B2350,B13034,2021-07-01,2021-09-30,,,,
B151283,002,201,B2360,B13055,2021-06-22,2021-07-05,,,,
B151284,002,201,B8211,10050,2022-07-01,2022-10-14,,,,
B151285,006,401,B3120,10015,2022-06-21,2022-09-11,,,,
B151289,013,201,B8211,10021,2022-06-24,2022-08-31,,,,
B151290,002,201,B1120,B2321,2016-04-29,2016-11-08,,,,
B151291,013,201,B2120,10007,2022-05-12,2022-12-20,,,,
B151292,013,201,B3120,10015,2022-05-17,2022-12-02,,,,
B151293,013,201,B3120,10015,2022-05-17,2022-12-29,,,,
B151294,013,201,B4210,10040,2022-06-21,2022-08-08,,,,
B151296,013,201,B6211,10054,2022-06-18,2022-06-22,,,,
B151300,002,201,B1220,B2361,2017-05-19,2017-08-15,,,,
B151310,001,101,B1210,10040,2020-01-01,NULL,,,,
B151311,013,201,B2210,10050,2023-04-27,2023-10-30,,,,
B151320,002,201,B4120,B2321,2016-07-29,2016-09-09,,,,
B151321,013,201,B4220,10047,2022-05-27,2023-02-08,,,,
B151327,013,201,B1120,10015,2022-07-13,2022-12-23,,,,
B151328,013,201,B4210,10050,2022-08-09,2022-08-27,,,,
B151330,002,201,B1120,B2321,2017-04-25,2017-04-29,,,,
B151340,002,201,B1350,B2716,2019-04-15,2019-12-24,,,,
B151350,001,101,B2210,B2420,2017-04-04,2019-04-30,,,,
B151360,002,201,B2350,B2716,2017-06-23,2017-09-27,,,,
B151370,002,201,B1120,B2321,2017-05-22,2017-06-14,,,,
B151380,001,201,B1220,B2432,2017-05-26,2017-11-17,,,,
B151390,004,301,B3110,B22316,2021-08-01,2021-08-31,,,,
B151400,002,201,B1350,B2323,2017-06-20,2017-08-31,,,,
B151410,002,201,B1210,B2413,2019-06-07,2019-07-09,,,,
B151411,006,401,B1210,,2019-07-02,2019-08-31,,,,
B151420,002,201,B2210,B2412,2018-06-27,2018-09-01,,,,
B151430,002,201,B0470,B2341,2017-07-14,2017-08-08,,,,
B151440,002,201,B2210,B2411,2018-05-04,2018-07-21,,,,
B151450,002,201,B2120,B2320,2018-04-19,2018-05-04,,,,
B151451,002,201,B2230,B2339,2019-07-10,2019-11-19,,,,
B151452,002,201,B3120,B2320,2021-07-04,2021-10-28,,,,
B151460,001,101,S1490,10046,2020-01-01,NULL,,,,
B151468,013,201,B3220,10023,2023-04-24,NULL,,,,
B151470,013,201,B2220,10031,2023-04-24,2023-10-15,,,,
B151476,013,201,B4210,10054,2022-08-29,2022-10-14,,,,
B151480,002,201,B1220,B2333,2019-06-29,2019-07-03,,,,
B151490,002,201,B8211,B2332,2020-07-11,2020-09-21,,,,
B151500,002,201,B3210,B2332,2018-06-27,2018-08-28,,,,
B151510,002,201,B1350,B2323,2018-06-28,2018-08-14,,,,
B151520,013,201,B1120,10015,2023-04-21,NULL,,,,
B151521,002,201,B2120,B2320,2019-07-05,2019-09-05,,,,
B151560,002,201,B2210,B2332,2018-07-01,2018-08-31,,,,
B151580,002,201,B1210,B2351,2018-07-06,2018-08-04,,,,
B151590,002,201,B2210,B2411,2018-07-06,2018-12-11,,,,
B151660,004,301,B1350,B2320,2018-08-16,2018-08-29,,,,
B157520,002,201,B1220,B28121,2020-07-04,2020-10-12,,,,
B160020,001,101,B0430,B2513,1975-01-01,2006-12-29,,,,
B160030,013,201,B3120,10015,2023-04-17,NULL,,,,
B160031,013,201,B6211,10040,2023-04-24,2023-10-31,,,,
B160032,013,201,B2210,10021,2022-06-15,2022-07-14,,,,
B160033,013,201,B3210,10050,2023-04-28,2023-10-28,,,,
B160035,013,201,B6221,10013,2022-06-23,2022-09-16,,,,
B160037,013,201,B4120,10007,2022-06-25,2022-06-28,,,,
B160038,013,201,B6211,10054,2022-06-28,2022-07-18,,,,
B160040,002,201,B4210,B2221,2013-07-01,2013-10-22,,,,
B160060,013,201,B2120,10015,2023-04-11,NULL,,,,
B160070,002,201,B1210,B2411,2018-04-25,2018-05-08,,,,
B160071,013,201,B2120,10015,2022-05-12,2022-12-16,,,,
B160073,004,301,B2220,10023,2022-09-01,2022-09-24,,,,
B160080,002,201,B1220,B2361,2017-05-29,2017-11-28,,,,
B160081,002,201,B3120,B2320,2021-06-23,2021-08-24,,,,
B160082,004,301,B3120,B2320,2021-09-01,2021-09-15,,,,
B160552,013,201,B2350,10007,2022-06-01,2022-11-24,,,,
B160553,013,201,B1120,10015,2022-05-31,2023-01-10,,,,
B160554,013,201,B2232,10050,2023-05-08,2023-10-15,,,,
B160580,002,201,B3110,B2323,2013-06-06,2013-10-09,,,,
B160585,002,201,B1120,B2320,2019-07-03,2019-12-11,,,,
B160620,002,201,B1350,B2516,2012-07-01,2012-08-31,,,,
B160621,002,201,,B2332,1986-06-17,1986-09-15,,,,
B160630,002,201,B1350,B2233,2012-07-03,2012-08-31,,,,
B160640,002,201,B1110,B2323,2016-05-11,2016-12-16,,,,
B160650,002,201,B2210,B2351,2016-06-25,2016-10-12,,,,
B160658,002,201,B6211,B2361,2019-06-18,2019-12-12,,,,
B160659,002,201,B6211,B2411,2019-07-10,2019-08-17,,,,
B160710,001,101,B6211,10045,2020-01-01,NULL,,,,
B160720,002,201,B1210,B2332,2017-07-01,2017-09-03,,,,
B160730,013,201,B1110,10027,2023-04-27,2023-10-31,,,,
B160732,013,201,B2220,10023,2022-07-29,2022-11-07,,,,
B160740,002,201,B1210,B2411,2018-05-31,2018-12-14,,,,
B160750,002,201,B1210,B2351,2018-07-06,2018-08-02,,,,
B160755,013,201,B2220,10043,2023-04-11,NULL,,,,
B160756,002,201,B3120,B2320,2021-07-04,2021-10-18,,,,
B160757,004,301,B3120,B2320,2021-08-01,2021-08-29,,,,
B170520,002,201,B1220,B2432,2021-06-15,2021-11-15,,,,
B170530,002,201,B3220,B2432,2018-04-26,2018-12-20,,,,
B170540,002,201,B2220,B2361,2017-05-09,2018-01-02,,,,
B170550,002,201,B4220,B2361,2017-06-27,2017-10-17,,,,
B170560,002,201,BRL7120 ,B2320,2018-05-03,2018-05-31,,,,
B170570,002,201,B4231,B2411,2018-06-02,2018-08-28,,,,
B170572,013,201,B2340,10006,2022-06-16,2022-09-13,,,,
B170576,006,401,B4360,10051,2022-07-08,2022-08-31,,,,
B180000,002,201,B4210,B2332,2013-07-19,2013-11-12,,,,
B180010,002,201,B2210,B2411,2017-07-18,2018-01-03,,,,
B180020,001,101,B0460,10102,2020-01-01,NULL,,,,
B180030,001,101,B4120,10135,2020-01-01,NULL,,,,
B180040,001,101,B1210,10050,2020-01-01,NULL,,,,
B180041,013,201,B3360,10078,2023-05-05,2023-10-28,,,,
B180042,004,301,B4220,10013,2022-07-02,2022-08-31,,,,
B180050,001,101,B3220,B2717,1980-04-28,2019-06-30,,,,
B180051,001,101,,B2321,1987-04-20,2004-06-30,,,,
B180060,001,101,B3120,B2623,1987-04-20,2019-08-06,,,,
B180070,001,101,B3280,10050,2020-01-01,NULL,,,,
B180075,013,201,B1220,10023,2022-07-25,2022-09-15,,,,
B180080,002,201,B0430,B26261,2019-08-01,2019-12-31,,,,
B180090,001,101,BRL2600,B2411,1975-01-01,2007-12-28,,,,
B180092,001,101,B2230,B2104,2019-04-15,2019-05-15,,,,
B180093,001,101,,B2321,1975-01-01,1993-03-31,,,,
B180100,001,101,BRL2400,B2714,1975-01-01,2007-12-29,,,,
B180110,001,101,B1210,B2411,1975-01-01,2012-12-31,,,,
B180120,001,101,B3210,B2732,1975-01-01,2007-12-28,,,,
B180130,001,101,BRL8200,B2426,1977-04-01,2006-09-30,,,,
B180140,001,101,B0470,B2513,1975-01-01,2013-12-31,,,,
B180150,001,101,B4210,B2411,1987-05-01,2010-01-31,,,,
B180160,001,101,B3700,B2213,2020-01-01,2022-02-14,,,,
B180170,001,101,B3210,10050,2020-01-01,NULL,,,,
B180180,001,101,BRL,B2631,1987-05-01,2009-05-31,,,,
B180190,001,101,B0700,B2811,2008-01-02,2016-02-02,,,,
B180210,001,101,B0700,10025,2020-01-01,NULL,,,,
B180211,002,201,,,1986-06-29,1986-10-25,,,,
B180212,002,201,B8211,10021,2022-06-10,2022-10-14,,,,
B180213,004,301,B8211,10050,2022-07-10,2022-08-22,,,,
B180220,002,201,B3120,B2321,2017-04-18,2018-01-03,,,,
B180230,013,201,B1220,10031,2022-06-15,2022-09-30,,,,
B180237,002,201,B3210,B2411,2019-07-03,2019-09-05,,,,
B180238,002,201,B2360,B2234,2019-07-03,2019-08-27,,,,
B180239,007,401,,,2021-07-20,2021-07-30,,,,
B180250,001,101,B3220,B27221,2002-05-26,2015-03-20,,,,
B180251,001,101,,,1969-07-01,1997-05-31,,,,
B180270,001,101,B1700,10025,2020-01-01,NULL,,,,
B180280,001,101,B3220,10041,2020-01-01,NULL,,,,
B180281,006,401,B8211,10021,2022-07-01,2022-08-31,,,,
B180282,006,401,B2120,B2320,2021-07-08,2021-07-13,,,,
B180283,006,401,B2120,B2320,2021-07-08,2021-07-13,,,,
B180290,001,101,B2220,10031,2020-01-01,NULL,,,,
B180291,005,801,,B2332,2019-09-01,2022-06-30,,,,
B180292,013,201,B2220,10031,2023-04-24,NULL,,,,
B180293,013,201,B2220,10031,2023-04-24,NULL,,,,
B180294,001,101,,B2322,1977-02-01,2000-06-30,,,,
B180295,013,201,B2110,10027,2023-05-20,NULL,,,,
B180296,002,201,B1231,B2104,2020-01-01,2020-02-06,,,,
B180297,004,301,B4220,10013,2022-07-01,2022-09-05,,,,
B180299,004,301,B3210,10050,2022-07-14,2022-09-18,,,,
B180300,002,201,B0470,B2341,2016-05-28,2016-10-01,,,,
B180330,002,201,B2220,B2327,2020-01-01,2020-02-10,,,,
B180340,002,201,B2700,B2762,2020-08-15,2020-09-13,,,,
B180350,004,301,B3220,B2322,2016-07-13,2016-09-22,,,,
B180365,001,101,B2110,B2516,2006-06-11,2011-04-11,,,,
B180410,002,201,B1120,B2320,2019-04-27,2019-10-08,,,,
B180420,004,301,B3210,B2411,2018-07-12,2018-09-20,,,,
B180430,006,401,B4270,B2361,2017-07-11,2017-08-22,,,,
B180440,002,201,B1120,B2321,2017-04-25,2017-05-31,,,,
B180450,013,201,B2120,10007,2023-04-12,NULL,,,,
B180590,013,201,B3120,10015,2023-04-17,NULL,,,,
B180630,001,101,B1220,10031,2020-01-01,NULL,,,,
B180650,001,101,B2210,B2411,2007-04-03,2015-06-24,,,,
B180670,002,201,B2210,B2431,2016-05-28,2016-12-22,,,,
B180675,002,201,B3210,B242423,2019-07-17,2019-08-31,,,,
B180676,013,201,B6211,10050,2022-08-10,2022-09-22,,,,
B180681,001,101,B0450,10077,2021-06-01,NULL,,,,
B180682,013,201,B2220,10031,2023-04-21,NULL,,,,
B180720,002,201,B8211,B2435,2018-05-08,2018-12-13,,,,
B180750,002,201,B4120,B2320,2019-05-06,2019-12-11,,,,
B180770,001,101,B2210,B2351,2013-04-22,2016-06-30,,,,
B180780,002,201,B2120,B2320,2020-01-01,2020-01-20,,,,
B180800,001,101,B2220,B2360,2020-01-01,2022-04-03,,,,
B180810,002,201,B4210,B2351,2017-05-10,2018-02-14,,,,
B180830,013,201,B1120,10007,2023-04-07,NULL,,,,
B180850,002,201,B1350,B2431,2015-05-01,2015-11-23,,,,
B180860,013,201,B3120,10015,2023-04-19,NULL,,,,
B180900,001,101,B2220,10049,2022-05-01,NULL,,,,
B180909,013,201,B2360,10051,2022-06-02,2022-11-07,,,,
B180910,001,101,B8211,10047,2020-01-01,NULL,,,,
B180911,013,201,B3220,10049,2023-04-19,NULL,,,,
B180917,013,201,B3120,10015,2022-07-25,2022-08-26,,,,
B180918,013,201,B3120,10015,2022-07-25,2022-09-04,,,,
B180923,013,201,B2120,10007,2023-04-12,2023-10-07,,,,
B180960,002,201,B2220,B2322,2014-06-18,2014-10-14,,,,
B180980,001,101,B1350,B2516,2010-04-29,2016-04-15,,,,
B181020,002,201,B1220,B2322,2015-04-28,2015-04-29,,,,
B181023,002,201,B2220,B2435,2019-07-01,2019-08-31,,,,
B181030,002,201,B1220,B2333,2015-05-21,2015-06-30,,,,
B181040,002,201,B3220,B2435,2020-08-12,2020-09-14,,,,
B181041,013,201,B1210,10050,2023-04-11,NULL,,,,
B181042,013,201,B1210,10021,2023-04-04,NULL,,,,
B181043,013,201,B2210,10021,2023-04-18,NULL,,,,
B181044,002,201,B1210,B2106,2021-06-09,2021-07-28,,,,
B181045,004,301,B2340,10006,2022-07-09,2022-09-21,,,,
B181060,001,101,B0460,10089,2020-01-01,NULL,,,,
B181100,013,201,B3220,10049,2023-04-19,NULL,,,,
B181101,013,201,B4231,10034,2022-06-14,2022-10-15,,,,
B181102,013,201,B1120,10015,2022-05-19,2022-07-07,,,,
B181103,006,401,B2210,10021,2022-06-28,2022-07-02,,,,
B181110,002,201,B1350,B2321,2015-04-28,2015-10-09,,,,
B181115,004,301,B3210,10050,2022-07-16,2022-09-22,,,,
B181120,002,201,B2120,B2321,2017-07-01,2017-12-14,,,,
B181140,002,201,B1350,B2323,2014-07-01,2014-09-11,,,,
B181150,002,201,B3110,B2323,2012-07-14,2012-08-31,,,,
B181161,001,101,B1210,B2711,1967-01-01,1996-03-16,,,,
B181162,001,101,,,1967-08-17,1994-09-15,,,,
B181163,001,101,,,1978-04-28,1987-11-02,,,,
B181164,001,101,,,1988-05-19,1998-03-03,,,,
B181165,001,101,,,1975-01-01,1998-09-30,,,,
B181166,001,101,,,1975-01-01,1997-09-30,,,,
B181170,002,201,B4210,B2411,2018-07-06,2018-12-11,,,,
B181180,013,201,B3120,10015,2023-04-17,NULL,,,,
B181190,002,201,B1350,B2323,2012-06-10,2012-10-31,,,,
B181192,001,101,,,1977-04-01,1992-04-30,,,,
B181193,001,101,,B2321,1998-12-01,1998-12-15,,,,
B181200,002,201,B6211,B2322,2012-05-28,2012-09-30,,,,
B181210,002,201,B1220,B2333,2014-07-01,2014-09-22,,,,
B181220,013,201,B3120,10015,2023-04-17,2023-10-28,,,,
B181230,013,201,B2120,10007,2023-04-12,NULL,,,,
B181235,002,201,B2210,B2412,2019-07-01,2019-09-20,,,,
B181250,002,201,B3120,B2321,2014-07-01,2014-10-28,,,,
B181270,002,201,B1110,B2323,2014-09-02,2014-10-17,,,,
B181280,002,201,B8211,B2411,2019-07-02,2019-10-09,,,,
B181281,002,201,B1210,B2412,2019-09-16,2019-09-30,,,,
B181282,013,201,B6211,10050,2022-06-18,2022-08-31,,,,
B181284,013,201,B3210,10010,2022-06-27,2022-08-31,,,,
B181290,002,201,B2210,B2411,2019-06-19,2019-11-20,,,,
B181300,002,201,B1110,B2323,2012-05-18,2012-10-22,,,,
B181310,002,201,B2220,B2432,2012-06-18,2012-10-10,,,,
B181315,001,101,,B2361,1980-09-21,1996-12-16,,,,
B181320,002,201,B3210,B2221,2013-06-22,2013-10-14,,,,
B181321,001,101,,,1974-04-01,1990-07-31,,,,
B181326,004,301,B1210,10050,2022-08-01,2022-08-31,,,,
B181330,002,201,B6211,B2322,2012-06-23,2012-11-22,,,,
B181340,002,201,B3220,B23160,2020-01-01,2020-02-19,,,,
B181350,002,201,BRL,B2222,2012-07-01,2012-07-07,,,,
B181360,002,201,B8211,B2411,2019-07-05,2019-09-27,,,,
B181370,001,101,B2350,10154,2020-01-01,NULL,,,,
B181380,001,101,B2220,B2451,2020-01-01,2021-06-30,,,,
B181390,002,201,B1120,B2321,2016-04-19,2017-01-02,,,,
B181400,002,201,B1220,B2322,2015-06-19,2015-12-04,,,,
B181410,002,201,B1220,B2333,2015-07-08,2015-09-21,,,,
B181420,002,201,B2220,B2432,2018-05-14,2019-01-15,,,,
B181430,001,101,B3220,B2437,2018-06-05,2018-11-30,,,,
B181440,002,201,B0470,B2341,2017-05-23,2017-09-04,,,,
B181445,013,201,B3210,10010,2022-07-12,2022-08-31,,,,
B181450,002,201,B3210,B2332,2016-06-22,2016-10-10,,,,
B181460,002,201,B1120,B2321,2016-06-24,2016-10-13,,,,
B181470,006,401,B1210,B2221,2016-07-15,2016-08-31,,,,
B181480,002,201,B1350,B2431,2017-04-11,2017-04-27,,,,
B181490,008,601,B3220,B2322,2017-07-11,2017-08-11,,,,
B181500,002,201,B3220,B2361,2017-04-21,2018-02-20,,,,
B181510,002,201,B1210,B2412,2020-07-04,2020-10-08,,,,
B181520,002,201,B2110,B2431,2018-04-15,2018-06-12,,,,
B181530,002,201,B3220,B2432,2021-07-02,2021-10-18,,,,
B181540,002,201,B1350,B2716,2020-06-18,2020-10-12,,,,
B181550,001,101,B1211,10047,2020-01-01,NULL,,,,
B181560,002,201,B4210,B2332,2018-07-12,2018-08-31,,,,
B181570,002,201,B3210,B2332,2017-06-20,2017-08-31,,,,
B181580,002,201,B3210,B2332,2017-06-20,2017-08-26,,,,
B181590,013,201,B1232,10040,2023-04-27,NULL,,,,
B181591,013,201,B8211,10040,2023-05-03,NULL,,,,
B181600,002,201,B2220,B2432,2018-07-01,2018-11-06,,,,
B181610,002,201,B2220,B2432,2018-07-01,2018-12-06,,,,
B181620,004,301,B1350,B2323,2018-06-11,2018-09-28,,,,
B181630,002,201,B1210,B2332,2017-07-04,2017-08-31,,,,
B181640,002,201,B4230,B2332,2017-07-04,2017-10-16,,,,
B181642,008,601,B2360,10051,2022-06-24,2022-08-15,,,,
B181643,013,201,B2210,10021,2022-06-15,2022-11-08,,,,
B181644,013,201,B3120,10007,2022-05-17,2022-12-13,,,,
B181650,002,201,B1210,B2351,2017-07-14,2017-08-05,,,,
B181660,002,201,B1210,B2351,2017-07-18,2017-08-05,,,,
B181670,004,301,B1220,B2322,2017-07-26,2017-08-25,,,,
B181680,004,301,B1110,B2431,2017-07-27,2017-08-31,,,,
B181685,013,201,B1220,10013,2023-04-18,NULL,,,,
B181690,013,201,B2120,10015,2023-04-12,2023-10-07,,,,
B181691,013,201,B1220,10013,2022-05-27,2023-01-02,,,,
B181700,002,201,B1220,B2327,2021-06-24,2021-11-11,,,,
B181701,013,201,B2120,10015,2022-04-25,2022-12-22,,,,
B181702,013,201,B2120,10015,2022-05-24,2022-12-14,,,,
B181703,004,301,B2230,10021,2022-07-29,2022-09-25,,,,
B181704,004,301,B2210,10021,2022-07-29,2022-09-14,,,,
B181710,013,201,B3120,10015,2023-04-17,NULL,,,,
B181720,002,201,B2360,B13054,2021-06-08,2022-03-24,,,,
B181721,001,101,B1211,10040,2020-03-02,2023-03-08,,,,
B181722,002,201,B2211,10040,2021-05-31,2023-04-05,,,,
B181730,002,201,B2220,B2322,2018-04-28,2018-10-30,,,,
B181740,002,201,B2110,B2315,2019-04-23,2019-12-01,,,,
B181750,002,201,B3210,B2411,2018-05-03,2019-01-10,,,,
B181760,013,201,B1350,10037,2022-07-14,2022-08-24,,,,
B181770,013,201,B1350,10037,2022-05-27,2022-11-04,,,,
B181772,013,201,B1210,10010,2022-06-07,2023-01-17,,,,
B181780,002,201,B1211,B24537,2021-06-14,2021-12-16,,,,
B181790,002,201,B2210,B2412,2018-07-01,2018-09-30,,,,
B181800,002,201,B6211,B2333,2020-07-11,2020-10-13,,,,
B181810,002,201,B2220,B2333,2019-06-29,2019-12-28,,,,
B181820,002,201,B6211,B2436,2018-06-21,2018-06-25,,,,
B181830,002,201,B3210,B2332,2018-06-27,2018-07-20,,,,
B181840,002,201,B1210,B2332,2018-08-02,2018-08-24,,,,
B181850,002,201,B3220,B2333,2018-06-27,2018-07-31,,,,
B181860,002,201,B4220,B2333,2018-06-28,2018-08-31,,,,
B181870,002,201,B3210,B2414,2018-06-27,2018-08-31,,,,
B181880,002,201,B1210,B2332,2018-06-28,2018-08-31,,,,
B181890,002,201,B3210,B2413,2019-06-25,2019-07-27,,,,
B181900,013,201,B4110,10039,2023-05-01,NULL,,,,
B181901,002,201,B2220,B28121,2020-07-18,2020-10-22,,,,
B181902,008,601,B7110,B2348,2021-07-01,2021-08-03,,,,
B181903,002,201,B2120,B2320,2021-07-17,2021-09-17,,,,
B181910,002,201,B2211,B2412,2018-07-05,2018-10-01,,,,
B181920,002,201,B1210,B2332,2019-05-09,2019-11-08,,,,
B181930,002,201,B1220,B28121,2021-06-15,2021-10-09,,,,
B181934,002,201,B1120,B2320,2021-08-06,2021-09-30,,,,
B181940,002,201,B3220,B2437,2021-07-02,2021-12-10,,,,
B181950,013,201,B1220,10023,2022-06-06,2022-12-13,,,,
B181960,002,201,B3220,B2432,2021-07-20,2021-10-07,,,,
B182000,002,201,B1210,B2415,2018-05-05,2019-03-07,,,,
B190000,002,201,B2220,B2333,2017-08-02,2017-09-03,,,,
B190010,002,201,B2220,B2333,2017-08-02,2017-09-02,,,,
B190020,001,101,BRL2600,B2351,1987-04-10,2010-07-31,,,,
B190040,001,101,B1700,B0610,1987-04-17,2019-04-30,,,,
B190041,001,101,,B2614,1975-01-01,1996-12-16,,,,
B190050,002,201,B3110,B2431,2020-01-01,2020-02-27,,,,
B190060,001,101,B1220,10020,2020-01-01,NULL,,,,
B190070,013,201,B1120,10007,2023-03-27,NULL,,,,
B190071,013,201,B2230,10050,2022-05-23,2022-05-31,,,,
B190080,002,201,B3110,B2431,2016-07-04,2016-10-26,,,,
B190100,001,101,B1220,B2432,2013-05-02,2015-07-31,,,,
B190120,002,201,B6211,B2322,2015-07-09,2015-09-21,,,,
B190121,002,201,B2210,B242425,2019-08-01,2019-09-13,,,,
B190122,002,201,B3210,B2412,2021-07-06,2021-10-06,,,,
B190130,002,201,B3220,B2322,2014-06-23,2014-12-19,,,,
B190131,002,201,,B2341,1986-06-12,1986-10-15,,,,
B190140,002,201,B3220,B2333,2016-06-16,2016-09-04,,,,
B190150,002,201,B2210,B2221,2012-05-05,2012-10-24,,,,
B190160,001,101,B1110,10039,2020-01-01,2023-04-30,,,,
B190170,002,201,B2120,B2233,2012-06-21,2012-10-25,,,,
B190180,002,201,B2220,B2361,2017-07-02,2018-02-12,,,,
